Date,Time,Open,High,Low,Close
2022/9/2,13:00:00,14665,14670,14619,14637
2022/9/2,13:15:00,14638,14643,14596,14601
2022/9/2,13:30:00,14602,14605,14584,14597
2022/9/5,08:45:00,14590,14680,14578,14660
2022/9/5,09:00:00,14660,14719,14657,14684
2022/9/5,09:15:00,14683,14697,14636,14638
2022/9/5,09:30:00,14637,14656,14594,14608
2022/9/5,09:45:00,14608,14638,14588,14611
2022/9/5,10:00:00,14611,14655,14601,14651
2022/9/5,10:15:00,14648,14665,14628,14643
2022/9/5,10:30:00,14642,14644,14570,14578
2022/9/5,10:45:00,14577,14628,14561,14625
2022/9/5,11:00:00,14624,14625,14591,14606
2022/9/5,11:15:00,14607,14624,14595,14607
2022/9/5,11:30:00,14606,14628,14603,14625
2022/9/5,11:45:00,14625,14645,14615,14619
2022/9/5,12:00:00,14620,14639,14612,14634
2022/9/5,12:15:00,14633,14663,14620,14645
2022/9/5,12:30:00,14644,14655,14634,14646
2022/9/5,12:45:00,14647,14651,14616,14616
2022/9/5,13:00:00,14616,14625,14605,14616
2022/9/5,13:15:00,14617,14630,14605,14605
2022/9/5,13:30:00,14605,14616,14598,14611
2022/9/6,08:45:00,14720,14753,14702,14737
2022/9/6,09:00:00,14737,14770,14725,14733
2022/9/6,09:15:00,14733,14746,14674,14676
2022/9/6,09:30:00,14675,14686,14643,14644
2022/9/6,09:45:00,14645,14673,14636,14654
2022/9/6,10:00:00,14653,14673,14623,14637
2022/9/6,10:15:00,14637,14648,14624,14630
2022/9/6,10:30:00,14629,14654,14610,14649
2022/9/6,10:45:00,14650,14653,14626,14645
2022/9/6,11:00:00,14645,14648,14566,14567
2022/9/6,11:15:00,14568,14602,14555,14599
2022/9/6,11:30:00,14600,14612,14586,14586
2022/9/6,11:45:00,14585,14604,14583,14601
2022/9/6,12:00:00,14601,14637,14600,14628
2022/9/6,12:15:00,14628,14644,14620,14643
2022/9/6,12:30:00,14643,14645,14618,14630
2022/9/6,12:45:00,14630,14642,14620,14627
2022/9/6,13:00:00,14626,14648,14615,14627
2022/9/6,13:15:00,14628,14636,14623,14628
2022/9/6,13:30:00,14629,14637,14613,14634
2022/9/7,08:45:00,14445,14455,14422,14431
2022/9/7,09:00:00,14431,14450,14353,14374
2022/9/7,09:15:00,14374,14395,14339,14349
2022/9/7,09:30:00,14350,14374,14331,14358
2022/9/7,09:45:00,14357,14384,14346,14376
2022/9/7,10:00:00,14377,14396,14342,14387
2022/9/7,10:15:00,14387,14419,14370,14412
2022/9/7,10:30:00,14412,14425,14372,14373
2022/9/7,10:45:00,14374,14375,14351,14361
2022/9/7,11:00:00,14362,14378,14350,14352
2022/9/7,11:15:00,14353,14359,14336,14357
2022/9/7,11:30:00,14358,14363,14344,14348
2022/9/7,11:45:00,14349,14366,14336,14362
2022/9/7,12:00:00,14361,14362,14344,14356
2022/9/7,12:15:00,14356,14359,14338,14343
2022/9/7,12:30:00,14344,14362,14343,14362
2022/9/7,12:45:00,14362,14371,14352,14356
2022/9/7,13:00:00,14355,14360,14334,14343
2022/9/7,13:15:00,14343,14361,14336,14343
2022/9/7,13:30:00,14342,14361,14339,14359
2022/9/8,08:45:00,14459,14474,14439,14443
2022/9/8,09:00:00,14444,14451,14406,14421
2022/9/8,09:15:00,14422,14423,14390,14407
2022/9/8,09:30:00,14406,14420,14389,14396
2022/9/8,09:45:00,14396,14436,14393,14416
2022/9/8,10:00:00,14416,14450,14412,14445
2022/9/8,10:15:00,14443,14455,14427,14442
2022/9/8,10:30:00,14442,14448,14408,14410
2022/9/8,10:45:00,14412,14424,14406,14417
2022/9/8,11:00:00,14417,14450,14411,14448
2022/9/8,11:15:00,14449,14496,14446,14463
2022/9/8,11:30:00,14463,14480,14457,14479
2022/9/8,11:45:00,14479,14497,14474,14477
2022/9/8,12:00:00,14477,14511,14477,14508
2022/9/8,12:15:00,14509,14520,14495,14506
2022/9/8,12:30:00,14506,14517,14498,14508
2022/9/8,12:45:00,14510,14519,14488,14510
2022/9/8,13:00:00,14511,14529,14501,14516
2022/9/8,13:15:00,14515,14527,14497,14516
2022/9/8,13:30:00,14516,14552,14513,14548
2022/9/12,08:45:00,14775,14803,14755,14791
2022/9/12,09:00:00,14791,14802,14731,14754
2022/9/12,09:15:00,14753,14797,14733,14772
2022/9/12,09:30:00,14771,14814,14760,14806
2022/9/12,09:45:00,14805,14823,14795,14819
2022/9/12,10:00:00,14819,14824,14795,14807
2022/9/12,10:15:00,14806,14823,14806,14819
2022/9/12,10:30:00,14819,14821,14773,14781
2022/9/12,10:45:00,14781,14804,14781,14796
2022/9/12,11:00:00,14795,14808,14788,14798
2022/9/12,11:15:00,14799,14804,14792,14795
2022/9/12,11:30:00,14794,14802,14785,14785
2022/9/12,11:45:00,14785,14804,14785,14795
2022/9/12,12:00:00,14796,14799,14780,14796
2022/9/12,12:15:00,14795,14798,14776,14787
2022/9/12,12:30:00,14788,14798,14785,14793
2022/9/12,12:45:00,14793,14803,14782,14785
2022/9/12,13:00:00,14786,14793,14780,14789
2022/9/12,13:15:00,14789,14804,14781,14791
2022/9/12,13:30:00,14791,14802,14783,14794
2022/9/13,08:45:00,14884,14918,14883,14912
2022/9/13,09:00:00,14912,14928,14900,14916
2022/9/13,09:15:00,14914,14924,14885,14899
2022/9/13,09:30:00,14899,14902,14866,14880
2022/9/13,09:45:00,14880,14902,14869,14891
2022/9/13,10:00:00,14891,14907,14874,14874
2022/9/13,10:15:00,14874,14881,14868,14875
2022/9/13,10:30:00,14874,14880,14860,14867
2022/9/13,10:45:00,14867,14892,14865,14890
2022/9/13,11:00:00,14891,14895,14871,14878
2022/9/13,11:15:00,14878,14880,14842,14853
2022/9/13,11:30:00,14853,14859,14848,14858
2022/9/13,11:45:00,14858,14864,14855,14857
2022/9/13,12:00:00,14858,14860,14838,14843
2022/9/13,12:15:00,14843,14854,14837,14852
2022/9/13,12:30:00,14852,14856,14841,14842
2022/9/13,12:45:00,14842,14854,14827,14851
2022/9/13,13:00:00,14850,14852,14836,14847
2022/9/13,13:15:00,14846,14873,14845,14872
2022/9/13,13:30:00,14871,14881,14862,14875
2022/9/14,08:45:00,14458,14497,14443,14489
2022/9/14,09:00:00,14489,14545,14483,14541
2022/9/14,09:15:00,14541,14575,14532,14573
2022/9/14,09:30:00,14573,14603,14566,14573
2022/9/14,09:45:00,14573,14606,14553,14600
2022/9/14,10:00:00,14599,14620,14590,14620
2022/9/14,10:15:00,14621,14625,14594,14607
2022/9/14,10:30:00,14607,14618,14574,14579
2022/9/14,10:45:00,14579,14599,14579,14582
2022/9/14,11:00:00,14582,14604,14580,14594
2022/9/14,11:15:00,14595,14602,14582,14595
2022/9/14,11:30:00,14595,14597,14565,14566
2022/9/14,11:45:00,14568,14583,14566,14582
2022/9/14,12:00:00,14582,14608,14580,14600
2022/9/14,12:15:00,14600,14606,14593,14600
2022/9/14,12:30:00,14601,14641,14601,14629
2022/9/14,12:45:00,14629,14631,14596,14597
2022/9/14,13:00:00,14597,14603,14585,14600
2022/9/14,13:15:00,14599,14602,14580,14587
2022/9/14,13:30:00,14586,14600,14577,14577
2022/9/15,08:45:00,14578,14595,14571,14582
2022/9/15,09:00:00,14582,14593,14562,14587
2022/9/15,09:15:00,14588,14609,14571,14608
2022/9/15,09:30:00,14607,14640,14606,14635
2022/9/15,09:45:00,14635,14674,14626,14673
2022/9/15,10:00:00,14673,14685,14657,14659
2022/9/15,10:15:00,14659,14686,14658,14683
2022/9/15,10:30:00,14682,14684,14669,14671
2022/9/15,10:45:00,14672,14682,14662,14681
2022/9/15,11:00:00,14681,14697,14675,14696
2022/9/15,11:15:00,14695,14715,14691,14705
2022/9/15,11:30:00,14706,14709,14673,14673
2022/9/15,11:45:00,14673,14680,14658,14658
2022/9/15,12:00:00,14659,14664,14638,14652
2022/9/15,12:15:00,14651,14662,14639,14642
2022/9/15,12:30:00,14643,14658,14633,14658
2022/9/15,12:45:00,14658,14660,14650,14654
2022/9/15,13:00:00,14655,14657,14637,14639
2022/9/15,13:15:00,14640,14661,14636,14644
2022/9/15,13:30:00,14644,14652,14635,14642
2022/9/16,08:45:00,14500,14515,14474,14488
2022/9/16,09:00:00,14488,14527,14486,14524
2022/9/16,09:15:00,14523,14525,14470,14483
2022/9/16,09:30:00,14485,14515,14480,14491
2022/9/16,09:45:00,14492,14504,14468,14481
2022/9/16,10:00:00,14482,14504,14472,14477
2022/9/16,10:15:00,14478,14517,14476,14485
2022/9/16,10:30:00,14485,14499,14470,14481
2022/9/16,10:45:00,14482,14506,14477,14493
2022/9/16,11:00:00,14493,14495,14475,14475
2022/9/16,11:15:00,14474,14483,14465,14474
2022/9/16,11:30:00,14474,14490,14474,14478
2022/9/16,11:45:00,14478,14488,14473,14485
2022/9/16,12:00:00,14485,14495,14480,14485
2022/9/16,12:15:00,14484,14485,14473,14477
2022/9/16,12:30:00,14478,14500,14478,14495
2022/9/16,12:45:00,14495,14497,14483,14494
2022/9/16,13:00:00,14494,14505,14485,14490
2022/9/16,13:15:00,14488,14506,14480,14506
2022/9/16,13:30:00,14505,14508,14483,14483
2022/9/19,08:45:00,14550,14579,14536,14548
2022/9/19,09:00:00,14548,14555,14507,14533
2022/9/19,09:15:00,14534,14537,14491,14500
2022/9/19,09:30:00,14500,14505,14453,14490
2022/9/19,09:45:00,14490,14515,14481,14495
2022/9/19,10:00:00,14495,14502,14464,14465
2022/9/19,10:15:00,14465,14468,14443,14451
2022/9/19,10:30:00,14451,14454,14428,14444
2022/9/19,10:45:00,14444,14463,14439,14444
2022/9/19,11:00:00,14445,14446,14406,14421
2022/9/19,11:15:00,14420,14435,14419,14428
2022/9/19,11:30:00,14428,14435,14420,14424
2022/9/19,11:45:00,14424,14438,14424,14432
2022/9/19,12:00:00,14432,14438,14411,14411
2022/9/19,12:15:00,14411,14443,14410,14427
2022/9/19,12:30:00,14427,14441,14426,14435
2022/9/19,12:45:00,14434,14439,14426,14430
2022/9/19,13:00:00,14432,14450,14426,14440
2022/9/19,13:15:00,14440,14452,14426,14426
2022/9/19,13:30:00,14427,14438,14418,14420
2022/9/20,08:45:00,14548,14550,14505,14510
2022/9/20,09:00:00,14510,14525,14486,14499
2022/9/20,09:15:00,14500,14502,14478,14492
2022/9/20,09:30:00,14491,14493,14469,14483
2022/9/20,09:45:00,14484,14517,14474,14504
2022/9/20,10:00:00,14503,14504,14472,14484
2022/9/20,10:15:00,14484,14499,14480,14491
2022/9/20,10:30:00,14491,14495,14464,14469
2022/9/20,10:45:00,14470,14485,14466,14480
2022/9/20,11:00:00,14481,14491,14471,14489
2022/9/20,11:15:00,14489,14493,14477,14485
2022/9/20,11:30:00,14485,14497,14478,14485
2022/9/20,11:45:00,14486,14508,14485,14507
2022/9/20,12:00:00,14506,14555,14503,14543
2022/9/20,12:15:00,14543,14566,14542,14552
2022/9/20,12:30:00,14552,14569,14551,14553
2022/9/20,12:45:00,14555,14560,14544,14552
2022/9/20,13:00:00,14552,14553,14536,14544
2022/9/20,13:15:00,14545,14555,14542,14553
2022/9/20,13:30:00,14553,14561,14548,14561
2022/9/21,08:45:00,14476,14512,14476,14490
2022/9/21,09:00:00,14490,14520,14482,14495
2022/9/21,09:15:00,14496,14504,14463,14472
2022/9/21,09:30:00,14472,14479,14453,14479
2022/9/21,09:45:00,14478,14488,14458,14486
2022/9/21,10:00:00,14487,14511,14481,14499
2022/9/21,10:15:00,14501,14502,14483,14489
2022/9/21,10:30:00,14489,14492,14473,14492
2022/9/21,10:45:00,14492,14503,14480,14482
2022/9/21,11:00:00,14483,14489,14466,14470
2022/9/21,11:15:00,14469,14479,14456,14479
2022/9/21,11:30:00,14479,14485,14469,14469
2022/9/21,11:45:00,14470,14485,14468,14478
2022/9/21,12:00:00,14478,14479,14448,14451
2022/9/21,12:15:00,14450,14454,14440,14445
2022/9/21,12:30:00,14446,14447,14420,14435
2022/9/21,12:45:00,14436,14439,14416,14428
2022/9/21,13:00:00,14430,14431,14392,14398
2022/9/21,13:15:00,14398,14402,14395,14402
2022/9/22,08:45:00,14225,14243,14179,14186
2022/9/22,09:00:00,14186,14194,14112,14114
2022/9/22,09:15:00,14114,14130,14094,14102
2022/9/22,09:30:00,14102,14143,14088,14140
2022/9/22,09:45:00,14139,14152,14125,14151
2022/9/22,10:00:00,14150,14163,14136,14143
2022/9/22,10:15:00,14143,14188,14141,14181
2022/9/22,10:30:00,14180,14200,14172,14198
2022/9/22,10:45:00,14198,14245,14188,14232
2022/9/22,11:00:00,14231,14234,14185,14198
2022/9/22,11:15:00,14198,14205,14190,14190
2022/9/22,11:30:00,14190,14215,14190,14210
2022/9/22,11:45:00,14210,14220,14204,14211
2022/9/22,12:00:00,14213,14217,14200,14202
2022/9/22,12:15:00,14202,14238,14190,14236
2022/9/22,12:30:00,14235,14250,14206,14207
2022/9/22,12:45:00,14208,14214,14198,14208
2022/9/22,13:00:00,14209,14217,14196,14204
2022/9/22,13:15:00,14205,14240,14203,14222
2022/9/22,13:30:00,14222,14245,14215,14242
2022/9/23,08:45:00,14212,14219,14187,14187
2022/9/23,09:00:00,14188,14224,14186,14221
2022/9/23,09:15:00,14221,14229,14195,14196
2022/9/23,09:30:00,14197,14203,14166,14178
2022/9/23,09:45:00,14177,14215,14176,14209
2022/9/23,10:00:00,14209,14211,14163,14164
2022/9/23,10:15:00,14163,14164,14135,14139
2022/9/23,10:30:00,14139,14154,14126,14153
2022/9/23,10:45:00,14153,14165,14149,14153
2022/9/23,11:00:00,14153,14153,14134,14136
2022/9/23,11:15:00,14135,14146,14124,14136
2022/9/23,11:30:00,14136,14137,14091,14097
2022/9/23,11:45:00,14096,14113,14093,14107
2022/9/23,12:00:00,14109,14109,14056,14069
2022/9/23,12:15:00,14069,14099,14061,14099
2022/9/23,12:30:00,14099,14139,14092,14137
2022/9/23,12:45:00,14137,14142,14105,14106
2022/9/23,13:00:00,14108,14131,14106,14123
2022/9/23,13:15:00,14124,14136,14113,14115
2022/9/23,13:30:00,14116,14129,14111,14119
2022/9/26,08:45:00,13916,13953,13913,13921
2022/9/26,09:00:00,13920,13930,13870,13876
2022/9/26,09:15:00,13878,13888,13833,13843
2022/9/26,09:30:00,13844,13872,13824,13844
2022/9/26,09:45:00,13844,13851,13801,13832
2022/9/26,10:00:00,13834,13886,13824,13844
2022/9/26,10:15:00,13844,13872,13835,13870
2022/9/26,10:30:00,13869,13891,13842,13860
2022/9/26,10:45:00,13861,13871,13818,13822
2022/9/26,11:00:00,13822,13837,13810,13812
2022/9/26,11:15:00,13810,13838,13797,13808
2022/9/26,11:30:00,13809,13820,13782,13785
2022/9/26,11:45:00,13786,13818,13785,13807
2022/9/26,12:00:00,13807,13814,13797,13805
2022/9/26,12:15:00,13804,13818,13794,13801
2022/9/26,12:30:00,13801,13804,13771,13773
2022/9/26,12:45:00,13773,13787,13766,13766
2022/9/26,13:00:00,13766,13776,13740,13761
2022/9/26,13:15:00,13761,13815,13755,13760
2022/9/26,13:30:00,13758,13779,13753,13758
2022/9/27,08:45:00,13843,13858,13829,13857
2022/9/27,09:00:00,13857,13861,13804,13808
2022/9/27,09:15:00,13807,13812,13778,13799
2022/9/27,09:30:00,13799,13822,13761,13765
2022/9/27,09:45:00,13764,13792,13750,13768
2022/9/27,10:00:00,13770,13783,13735,13753
2022/9/27,10:15:00,13752,13838,13736,13815
2022/9/27,10:30:00,13815,13839,13801,13806
2022/9/27,10:45:00,13806,13844,13797,13821
2022/9/27,11:00:00,13822,13828,13801,13803
2022/9/27,11:15:00,13802,13812,13772,13786
2022/9/27,11:30:00,13786,13800,13771,13798
2022/9/27,11:45:00,13800,13800,13777,13777
2022/9/27,12:00:00,13777,13788,13772,13776
2022/9/27,12:15:00,13777,13806,13777,13793
2022/9/27,12:30:00,13794,13814,13787,13805
2022/9/27,12:45:00,13805,13820,13801,13813
2022/9/27,13:00:00,13812,13833,13809,13821
2022/9/27,13:15:00,13819,13823,13802,13808
2022/9/27,13:30:00,13809,13819,13799,13818
2022/9/28,08:45:00,13796,13835,13781,13826
2022/9/28,09:00:00,13826,13849,13794,13795
2022/9/28,09:15:00,13795,13797,13703,13706
2022/9/28,09:30:00,13705,13714,13621,13625
2022/9/28,09:45:00,13624,13638,13560,13613
2022/9/28,10:00:00,13612,13617,13547,13548
2022/9/28,10:15:00,13548,13557,13493,13543
2022/9/28,10:30:00,13542,13542,13486,13524
2022/9/28,10:45:00,13526,13540,13493,13507
2022/9/28,11:00:00,13509,13545,13505,13527
2022/9/28,11:15:00,13528,13555,13518,13551
2022/9/28,11:30:00,13551,13566,13536,13541
2022/9/28,11:45:00,13542,13553,13525,13544
2022/9/28,12:00:00,13542,13543,13513,13519
2022/9/28,12:15:00,13519,13536,13510,13528
2022/9/28,12:30:00,13528,13553,13520,13522
2022/9/28,12:45:00,13520,13533,13494,13523
2022/9/28,13:00:00,13522,13529,13498,13505
2022/9/28,13:15:00,13506,13513,13488,13498
2022/9/28,13:30:00,13499,13520,13489,13515
2022/9/29,08:45:00,13658,13664,13620,13639
2022/9/29,09:00:00,13639,13660,13604,13619
2022/9/29,09:15:00,13619,13672,13608,13641
2022/9/29,09:30:00,13640,13659,13614,13632
2022/9/29,09:45:00,13632,13636,13575,13580
2022/9/29,10:00:00,13580,13596,13530,13538
2022/9/29,10:15:00,13537,13558,13516,13526
2022/9/29,10:30:00,13526,13556,13521,13554
2022/9/29,10:45:00,13555,13568,13481,13482
2022/9/29,11:00:00,13483,13502,13471,13487
2022/9/29,11:15:00,13486,13524,13484,13510
2022/9/29,11:30:00,13511,13543,13502,13543
2022/9/29,11:45:00,13542,13565,13531,13556
2022/9/29,12:00:00,13557,13587,13553,13584
2022/9/29,12:15:00,13583,13617,13572,13590
2022/9/29,12:30:00,13590,13594,13565,13592
2022/9/29,12:45:00,13591,13595,13555,13564
2022/9/29,13:00:00,13563,13570,13519,13521
2022/9/29,13:15:00,13522,13549,13508,13545
2022/9/29,13:30:00,13546,13546,13510,13524
2022/9/30,08:45:00,13356,13377,13318,13356
2022/9/30,09:00:00,13356,13368,13298,13361
2022/9/30,09:15:00,13361,13368,13318,13333
2022/9/30,09:30:00,13331,13398,13321,13396
2022/9/30,09:45:00,13396,13450,13374,13409
2022/9/30,10:00:00,13408,13435,13376,13378
2022/9/30,10:15:00,13376,13381,13333,13358
2022/9/30,10:30:00,13358,13377,13343,13349
2022/9/30,10:45:00,13348,13414,13347,13378
2022/9/30,11:00:00,13380,13419,13366,13376
2022/9/30,11:15:00,13377,13404,13362,13399
2022/9/30,11:30:00,13398,13418,13387,13409
2022/9/30,11:45:00,13408,13414,13370,13375
2022/9/30,12:00:00,13375,13381,13353,13373
2022/9/30,12:15:00,13372,13388,13367,13373
2022/9/30,12:30:00,13373,13405,13371,13400
2022/9/30,12:45:00,13398,13401,13383,13393
2022/9/30,13:00:00,13394,13439,13388,13429
2022/9/30,13:15:00,13430,13458,13392,13393
2022/9/30,13:30:00,13393,13412,13390,13395
2022/10/3,08:45:00,13248,13260,13215,13248
2022/10/3,09:00:00,13248,13311,13246,13287
2022/10/3,09:15:00,13286,13327,13247,13316
2022/10/3,09:30:00,13315,13324,13277,13314
2022/10/3,09:45:00,13313,13384,13301,13360
2022/10/3,10:00:00,13358,13403,13350,13401
2022/10/3,10:15:00,13401,13444,13385,13393
2022/10/3,10:30:00,13392,13405,13370,13396
2022/10/3,10:45:00,13397,13425,13379,13380
2022/10/3,11:00:00,13381,13390,13372,13377
2022/10/3,11:15:00,13376,13396,13345,13345
2022/10/3,11:30:00,13345,13354,13327,13336
2022/10/3,11:45:00,13336,13345,13312,13315
2022/10/3,12:00:00,13316,13328,13305,13322
2022/10/3,12:15:00,13322,13332,13300,13324
2022/10/3,12:30:00,13323,13334,13312,13326
2022/10/3,12:45:00,13324,13330,13301,13302
2022/10/3,13:00:00,13303,13329,13294,13306
2022/10/3,13:15:00,13305,13309,13263,13273
2022/10/3,13:30:00,13272,13311,13272,13304
2022/10/4,08:45:00,13530,13572,13512,13570
2022/10/4,09:00:00,13570,13591,13555,13562
2022/10/4,09:15:00,13562,13594,13544,13555
2022/10/4,09:30:00,13553,13576,13525,13571
2022/10/4,09:45:00,13570,13581,13538,13538
2022/10/4,10:00:00,13538,13545,13489,13513
2022/10/4,10:15:00,13512,13522,13500,13511
2022/10/4,10:30:00,13511,13555,13511,13547
2022/10/4,10:45:00,13548,13559,13531,13552
2022/10/4,11:00:00,13553,13558,13539,13546
2022/10/4,11:15:00,13546,13574,13544,13568
2022/10/4,11:30:00,13568,13610,13567,13605
2022/10/4,11:45:00,13603,13615,13601,13606
2022/10/4,12:00:00,13605,13614,13577,13580
2022/10/4,12:15:00,13578,13597,13578,13592
2022/10/4,12:30:00,13592,13610,13591,13605
2022/10/4,12:45:00,13605,13608,13592,13594
2022/10/4,13:00:00,13594,13606,13585,13594
2022/10/4,13:15:00,13594,13597,13583,13587
2022/10/4,13:30:00,13586,13597,13584,13597
2022/10/5,08:45:00,13740,13760,13721,13756
2022/10/5,09:00:00,13756,13824,13743,13823
2022/10/5,09:15:00,13823,13847,13801,13847
2022/10/5,09:30:00,13846,13850,13804,13822
2022/10/5,09:45:00,13821,13840,13813,13833
2022/10/5,10:00:00,13831,13852,13830,13840
2022/10/5,10:15:00,13839,13884,13837,13868
2022/10/5,10:30:00,13868,13872,13852,13856
2022/10/5,10:45:00,13855,13863,13825,13831
2022/10/5,11:00:00,13831,13845,13821,13835
2022/10/5,11:15:00,13833,13842,13817,13835
2022/10/5,11:30:00,13836,13845,13819,13819
2022/10/5,11:45:00,13820,13826,13791,13802
2022/10/5,12:00:00,13802,13812,13787,13802
2022/10/5,12:15:00,13802,13805,13760,13763
2022/10/5,12:30:00,13764,13774,13731,13732
2022/10/5,12:45:00,13734,13790,13728,13786
2022/10/5,13:00:00,13786,13814,13784,13792
2022/10/5,13:15:00,13791,13804,13786,13789
2022/10/5,13:30:00,13790,13820,13775,13820
2022/10/6,08:45:00,13932,13957,13888,13897
2022/10/6,09:00:00,13897,13897,13845,13855
2022/10/6,09:15:00,13856,13880,13834,13845
2022/10/6,09:30:00,13846,13870,13833,13867
2022/10/6,09:45:00,13867,13878,13851,13860
2022/10/6,10:00:00,13860,13874,13842,13856
2022/10/6,10:15:00,13855,13860,13821,13823
2022/10/6,10:30:00,13823,13848,13814,13839
2022/10/6,10:45:00,13840,13882,13832,13860
2022/10/6,11:00:00,13861,13874,13856,13859
2022/10/6,11:15:00,13859,13869,13846,13865
2022/10/6,11:30:00,13864,13865,13851,13853
2022/10/6,11:45:00,13853,13854,13837,13845
2022/10/6,12:00:00,13845,13853,13835,13836
2022/10/6,12:15:00,13835,13850,13821,13845
2022/10/6,12:30:00,13844,13858,13838,13847
2022/10/6,12:45:00,13847,13874,13846,13869
2022/10/6,13:00:00,13869,13884,13860,13864
2022/10/6,13:15:00,13864,13874,13860,13872
2022/10/6,13:30:00,13872,13887,13866,13869
2022/10/7,08:45:00,13781,13784,13755,13774
2022/10/7,09:00:00,13775,13795,13762,13775
2022/10/7,09:15:00,13775,13790,13758,13776
2022/10/7,09:30:00,13775,13779,13743,13765
2022/10/7,09:45:00,13765,13788,13754,13765
2022/10/7,10:00:00,13765,13775,13758,13765
2022/10/7,10:15:00,13767,13785,13763,13772
2022/10/7,10:30:00,13771,13810,13769,13807
2022/10/7,10:45:00,13807,13818,13791,13798
2022/10/7,11:00:00,13798,13800,13773,13776
2022/10/7,11:15:00,13776,13778,13735,13737
2022/10/7,11:30:00,13736,13743,13715,13735
2022/10/7,11:45:00,13735,13737,13717,13733
2022/10/7,12:00:00,13733,13741,13720,13727
2022/10/7,12:15:00,13727,13732,13721,13725
2022/10/7,12:30:00,13725,13729,13694,13710
2022/10/7,12:45:00,13709,13713,13685,13687
2022/10/7,13:00:00,13687,13710,13684,13700
2022/10/7,13:15:00,13700,13706,13684,13701
2022/10/7,13:30:00,13701,13703,13683,13689
2022/10/11,08:45:00,13251,13297,13244,13257
2022/10/11,09:00:00,13258,13296,13194,13269
2022/10/11,09:15:00,13268,13278,13217,13221
2022/10/11,09:30:00,13221,13257,13166,13179
2022/10/11,09:45:00,13179,13183,13149,13183
2022/10/11,10:00:00,13181,13198,13156,13163
2022/10/11,10:15:00,13164,13228,13144,13202
2022/10/11,10:30:00,13204,13205,13161,13167
2022/10/11,10:45:00,13167,13187,13139,13151
2022/10/11,11:00:00,13151,13165,13128,13145
2022/10/11,11:15:00,13145,13157,13124,13135
2022/10/11,11:30:00,13135,13154,13127,13127
2022/10/11,11:45:00,13127,13135,13118,13129
2022/10/11,12:00:00,13130,13142,13110,13113
2022/10/11,12:15:00,13113,13120,13086,13097
2022/10/11,12:30:00,13097,13132,13093,13113
2022/10/11,12:45:00,13113,13127,13093,13097
2022/10/11,13:00:00,13098,13120,13093,13119
2022/10/11,13:15:00,13118,13125,13090,13094
2022/10/11,13:30:00,13094,13102,13081,13091
2022/10/12,08:45:00,13049,13110,13045,13093
2022/10/12,09:00:00,13093,13104,12997,13000
2022/10/12,09:15:00,12999,13049,12994,13017
2022/10/12,09:30:00,13016,13022,12975,13008
2022/10/12,09:45:00,13006,13056,12975,13043
2022/10/12,10:00:00,13042,13061,12998,13006
2022/10/12,10:15:00,13008,13032,12987,13013
2022/10/12,10:30:00,13012,13045,13007,13025
2022/10/12,10:45:00,13027,13127,13027,13126
2022/10/12,11:00:00,13125,13140,13095,13114
2022/10/12,11:15:00,13114,13137,13103,13115
2022/10/12,11:30:00,13115,13116,13075,13094
2022/10/12,11:45:00,13094,13111,13076,13095
2022/10/12,12:00:00,13094,13130,13077,13114
2022/10/12,12:15:00,13115,13131,13104,13111
2022/10/12,12:30:00,13112,13113,13090,13096
2022/10/12,12:45:00,13095,13115,13092,13095
2022/10/12,13:00:00,13096,13115,13066,13084
2022/10/12,13:15:00,13083,13087,13066,13078
2022/10/12,13:30:00,13078,13096,13065,13076
2022/10/13,08:45:00,13032,13085,13023,13080
2022/10/13,09:00:00,13080,13083,13035,13060
2022/10/13,09:15:00,13059,13075,13037,13047
2022/10/13,09:30:00,13046,13061,13015,13033
2022/10/13,09:45:00,13032,13066,13018,13026
2022/10/13,10:00:00,13026,13029,12960,12965
2022/10/13,10:15:00,12966,12969,12900,12906
2022/10/13,10:30:00,12906,12918,12852,12864
2022/10/13,10:45:00,12865,12908,12856,12879
2022/10/13,11:00:00,12879,12895,12863,12893
2022/10/13,11:15:00,12893,12895,12867,12891
2022/10/13,11:30:00,12892,12906,12880,12885
2022/10/13,11:45:00,12885,12892,12865,12865
2022/10/13,12:00:00,12865,12884,12857,12871
2022/10/13,12:15:00,12872,12880,12851,12859
2022/10/13,12:30:00,12859,12878,12835,12835
2022/10/13,12:45:00,12837,12841,12822,12834
2022/10/13,13:00:00,12834,12836,12806,12822
2022/10/13,13:15:00,12822,12830,12806,12813
2022/10/13,13:30:00,12813,12926,12805,12869
2022/10/14,08:45:00,13150,13157,13128,13132
2022/10/14,09:00:00,13132,13148,13095,13100
2022/10/14,09:15:00,13100,13125,13074,13084
2022/10/14,09:30:00,13084,13176,13083,13168
2022/10/14,09:45:00,13168,13193,13153,13188
2022/10/14,10:00:00,13188,13223,13176,13212
2022/10/14,10:15:00,13212,13249,13206,13217
2022/10/14,10:30:00,13218,13226,13205,13210
2022/10/14,10:45:00,13212,13215,13191,13212
2022/10/14,11:00:00,13213,13244,13212,13219
2022/10/14,11:15:00,13218,13223,13209,13220
2022/10/14,11:30:00,13221,13233,13215,13220
2022/10/14,11:45:00,13220,13228,13187,13193
2022/10/14,12:00:00,13193,13202,13182,13188
2022/10/14,12:15:00,13187,13208,13184,13188
2022/10/14,12:30:00,13188,13200,13173,13175
2022/10/14,12:45:00,13175,13192,13166,13168
