Date,Time,Open,High,Low,Close
2023/9/8,10:30:00,16545,16566,16540,16565
2023/9/8,10:45:00,16564,16569,16538,16538
2023/9/8,11:00:00,16539,16550,16538,16549
2023/9/8,11:15:00,16548,16553,16540,16547
2023/9/8,11:30:00,16547,16563,16542,16556
2023/9/8,11:45:00,16557,16568,16553,16559
2023/9/8,12:00:00,16559,16562,16542,16555
2023/9/8,12:15:00,16555,16579,16554,16577
2023/9/8,12:30:00,16576,16578,16549,16550
2023/9/8,12:45:00,16550,16551,16532,16539
2023/9/8,13:00:00,16539,16554,16533,16535
2023/9/8,13:15:00,16535,16547,16533,16540
2023/9/8,13:30:00,16540,16566,16540,16563
2023/9/11,08:45:00,16560,16577,16547,16549
2023/9/11,09:00:00,16549,16565,16540,16543
2023/9/11,09:15:00,16542,16553,16455,16461
2023/9/11,09:30:00,16462,16472,16406,16429
2023/9/11,09:45:00,16429,16455,16419,16452
2023/9/11,10:00:00,16452,16468,16423,16426
2023/9/11,10:15:00,16427,16451,16409,16443
2023/9/11,10:30:00,16442,16444,16390,16398
2023/9/11,10:45:00,16398,16415,16385,16401
2023/9/11,11:00:00,16402,16403,16366,16373
2023/9/11,11:15:00,16374,16393,16371,16389
2023/9/11,11:30:00,16389,16402,16380,16392
2023/9/11,11:45:00,16391,16393,16372,16376
2023/9/11,12:00:00,16377,16409,16376,16398
2023/9/11,12:15:00,16398,16412,16398,16406
2023/9/11,12:30:00,16405,16417,16401,16409
2023/9/11,12:45:00,16409,16423,16406,16423
2023/9/11,13:00:00,16423,16431,16408,16418
2023/9/11,13:15:00,16418,16424,16403,16414
2023/9/11,13:30:00,16414,16429,16409,16427
2023/9/12,08:45:00,16459,16482,16451,16470
2023/9/12,09:00:00,16470,16470,16434,16439
2023/9/12,09:15:00,16437,16448,16413,16443
2023/9/12,09:30:00,16441,16462,16429,16458
2023/9/12,09:45:00,16458,16462,16433,16452
2023/9/12,10:00:00,16452,16484,16438,16470
2023/9/12,10:15:00,16470,16492,16467,16490
2023/9/12,10:30:00,16489,16525,16484,16525
2023/9/12,10:45:00,16523,16546,16520,16537
2023/9/12,11:00:00,16537,16559,16530,16558
2023/9/12,11:15:00,16558,16562,16543,16549
2023/9/12,11:30:00,16548,16563,16547,16558
2023/9/12,11:45:00,16559,16562,16553,16558
2023/9/12,12:00:00,16558,16591,16557,16576
2023/9/12,12:15:00,16575,16576,16538,16542
2023/9/12,12:30:00,16542,16558,16537,16544
2023/9/12,12:45:00,16545,16549,16538,16548
2023/9/12,13:00:00,16548,16557,16544,16550
2023/9/12,13:15:00,16549,16572,16546,16560
2023/9/12,13:30:00,16560,16574,16543,16573
2023/9/13,08:45:00,16570,16590,16557,16586
2023/9/13,09:00:00,16586,16597,16570,16596
2023/9/13,09:15:00,16596,16645,16593,16630
2023/9/13,09:30:00,16630,16636,16579,16579
2023/9/13,09:45:00,16581,16604,16568,16590
2023/9/13,10:00:00,16589,16609,16566,16576
2023/9/13,10:15:00,16575,16582,16555,16561
2023/9/13,10:30:00,16561,16562,16535,16540
2023/9/13,10:45:00,16541,16564,16538,16564
2023/9/13,11:00:00,16565,16565,16545,16560
2023/9/13,11:15:00,16561,16562,16542,16543
2023/9/13,11:30:00,16544,16548,16523,16525
2023/9/13,11:45:00,16526,16554,16524,16553
2023/9/13,12:00:00,16554,16566,16546,16564
2023/9/13,12:15:00,16565,16580,16565,16570
2023/9/13,12:30:00,16570,16572,16561,16566
2023/9/13,12:45:00,16566,16595,16563,16594
2023/9/13,13:00:00,16594,16600,16581,16583
2023/9/13,13:15:00,16582,16594,16576,16577
2023/9/13,13:30:00,16577,16582,16568,16577
2023/9/14,08:45:00,16676,16706,16675,16702
2023/9/14,09:00:00,16700,16741,16683,16736
2023/9/14,09:15:00,16736,16749,16721,16741
2023/9/14,09:30:00,16741,16775,16735,16774
2023/9/14,09:45:00,16774,16785,16762,16763
2023/9/14,10:00:00,16764,16776,16758,16766
2023/9/14,10:15:00,16766,16783,16761,16775
2023/9/14,10:30:00,16775,16782,16765,16777
2023/9/14,10:45:00,16777,16780,16762,16770
2023/9/14,11:00:00,16771,16779,16768,16773
2023/9/14,11:15:00,16773,16786,16767,16775
2023/9/14,11:30:00,16774,16795,16773,16788
2023/9/14,11:45:00,16786,16811,16783,16810
2023/9/14,12:00:00,16811,16825,16806,16822
2023/9/14,12:15:00,16822,16825,16813,16818
2023/9/14,12:30:00,16816,16823,16812,16817
2023/9/14,12:45:00,16816,16825,16809,16824
2023/9/14,13:00:00,16824,16840,16818,16831
2023/9/14,13:15:00,16831,16842,16825,16834
2023/9/14,13:30:00,16833,16842,16828,16838
2023/9/15,08:45:00,16848,16862,16837,16848
2023/9/15,09:00:00,16848,16861,16830,16845
2023/9/15,09:15:00,16844,16848,16811,16837
2023/9/15,09:30:00,16837,16837,16808,16828
2023/9/15,09:45:00,16827,16865,16826,16864
2023/9/15,10:00:00,16863,16883,16837,16838
2023/9/15,10:15:00,16839,16855,16832,16850
2023/9/15,10:30:00,16850,16859,16827,16837
2023/9/15,10:45:00,16837,16858,16834,16853
2023/9/15,11:00:00,16853,16865,16843,16859
2023/9/15,11:15:00,16859,16868,16853,16864
2023/9/15,11:30:00,16864,16872,16857,16871
2023/9/15,11:45:00,16871,16874,16856,16860
2023/9/15,12:00:00,16860,16875,16858,16867
2023/9/15,12:15:00,16866,16887,16863,16874
2023/9/15,12:30:00,16872,16892,16866,16892
2023/9/15,12:45:00,16892,16905,16887,16897
2023/9/15,13:00:00,16898,16912,16892,16892
2023/9/15,13:15:00,16892,16916,16882,16914
2023/9/15,13:30:00,16914,16918,16895,16906
2023/9/18,08:45:00,16757,16761,16734,16749
2023/9/18,09:00:00,16750,16788,16749,16779
2023/9/18,09:15:00,16778,16793,16764,16792
2023/9/18,09:30:00,16791,16794,16766,16785
2023/9/18,09:45:00,16783,16796,16763,16780
2023/9/18,10:00:00,16779,16794,16765,16765
2023/9/18,10:15:00,16766,16779,16751,16751
2023/9/18,10:30:00,16752,16762,16729,16746
2023/9/18,10:45:00,16746,16762,16730,16736
2023/9/18,11:00:00,16734,16748,16726,16743
2023/9/18,11:15:00,16744,16749,16737,16744
2023/9/18,11:30:00,16744,16745,16732,16734
2023/9/18,11:45:00,16734,16741,16726,16727
2023/9/18,12:00:00,16727,16742,16715,16742
2023/9/18,12:15:00,16742,16749,16739,16743
2023/9/18,12:30:00,16743,16746,16725,16729
2023/9/18,12:45:00,16730,16733,16719,16720
2023/9/18,13:00:00,16721,16733,16718,16719
2023/9/18,13:15:00,16718,16728,16703,16705
2023/9/18,13:30:00,16705,16726,16700,16709
2023/9/19,08:45:00,16700,16722,16680,16704
2023/9/19,09:00:00,16704,16734,16704,16733
2023/9/19,09:15:00,16734,16741,16695,16700
2023/9/19,09:30:00,16700,16710,16677,16683
2023/9/19,09:45:00,16683,16708,16678,16681
2023/9/19,10:00:00,16682,16713,16673,16712
2023/9/19,10:15:00,16712,16727,16697,16707
2023/9/19,10:30:00,16709,16715,16679,16679
2023/9/19,10:45:00,16680,16680,16655,16673
2023/9/19,11:00:00,16674,16682,16658,16658
2023/9/19,11:15:00,16658,16684,16656,16672
2023/9/19,11:30:00,16673,16688,16672,16676
2023/9/19,11:45:00,16677,16678,16643,16656
2023/9/19,12:00:00,16657,16683,16651,16680
2023/9/19,12:15:00,16680,16682,16665,16667
2023/9/19,12:30:00,16666,16669,16647,16650
2023/9/19,12:45:00,16651,16657,16640,16657
2023/9/19,13:00:00,16657,16659,16635,16650
2023/9/19,13:15:00,16651,16655,16629,16630
2023/9/19,13:30:00,16630,16634,16603,16609
2023/9/20,08:45:00,16611,16613,16584,16598
2023/9/20,09:00:00,16599,16609,16577,16586
2023/9/20,09:15:00,16585,16592,16555,16588
2023/9/20,09:30:00,16589,16634,16574,16627
2023/9/20,09:45:00,16626,16648,16618,16626
2023/9/20,10:00:00,16627,16634,16611,16623
2023/9/20,10:15:00,16623,16623,16592,16609
2023/9/20,10:30:00,16608,16609,16579,16592
2023/9/20,10:45:00,16592,16604,16576,16583
2023/9/20,11:00:00,16581,16605,16566,16598
2023/9/20,11:15:00,16598,16618,16595,16616
2023/9/20,11:30:00,16615,16618,16595,16606
2023/9/20,11:45:00,16605,16605,16589,16595
2023/9/20,12:00:00,16595,16596,16571,16572
2023/9/20,12:15:00,16572,16587,16571,16582
2023/9/20,12:30:00,16581,16582,16544,16553
2023/9/20,12:45:00,16554,16556,16532,16552
2023/9/20,13:00:00,16553,16554,16533,16533
2023/9/20,13:15:00,16534,16538,16531,16537
2023/9/21,08:45:00,16479,16483,16418,16428
2023/9/21,09:00:00,16428,16428,16380,16383
2023/9/21,09:15:00,16383,16387,16343,16355
2023/9/21,09:30:00,16356,16374,16332,16343
2023/9/21,09:45:00,16343,16361,16319,16323
2023/9/21,10:00:00,16324,16348,16306,16340
2023/9/21,10:15:00,16339,16355,16318,16320
2023/9/21,10:30:00,16319,16330,16300,16300
2023/9/21,10:45:00,16301,16321,16298,16311
2023/9/21,11:00:00,16309,16342,16309,16340
2023/9/21,11:15:00,16341,16343,16308,16310
2023/9/21,11:30:00,16309,16321,16305,16320
2023/9/21,11:45:00,16320,16320,16296,16302
2023/9/21,12:00:00,16301,16307,16280,16289
2023/9/21,12:15:00,16288,16304,16282,16296
2023/9/21,12:30:00,16297,16309,16294,16302
2023/9/21,12:45:00,16303,16307,16293,16300
2023/9/21,13:00:00,16300,16312,16294,16307
2023/9/21,13:15:00,16307,16314,16292,16295
2023/9/21,13:30:00,16295,16320,16288,16309
2023/9/22,08:45:00,16200,16256,16188,16246
2023/9/22,09:00:00,16248,16294,16223,16280
2023/9/22,09:15:00,16280,16289,16246,16281
2023/9/22,09:30:00,16281,16306,16273,16283
2023/9/22,09:45:00,16285,16295,16258,16262
2023/9/22,10:00:00,16263,16309,16262,16300
2023/9/22,10:15:00,16300,16315,16292,16296
2023/9/22,10:30:00,16298,16323,16298,16304
2023/9/22,10:45:00,16303,16314,16288,16293
2023/9/22,11:00:00,16292,16320,16285,16319
2023/9/22,11:15:00,16318,16325,16303,16310
2023/9/22,11:30:00,16309,16326,16309,16316
2023/9/22,11:45:00,16316,16327,16309,16320
2023/9/22,12:00:00,16320,16355,16320,16348
2023/9/22,12:15:00,16348,16349,16328,16334
2023/9/22,12:30:00,16333,16334,16312,16315
2023/9/22,12:45:00,16313,16338,16309,16337
2023/9/22,13:00:00,16337,16345,16331,16339
2023/9/22,13:15:00,16340,16344,16326,16330
2023/9/22,13:30:00,16330,16346,16327,16345
2023/9/25,08:45:00,16352,16382,16340,16366
2023/9/25,09:00:00,16367,16434,16365,16420
2023/9/25,09:15:00,16419,16427,16405,16408
2023/9/25,09:30:00,16408,16426,16394,16424
2023/9/25,09:45:00,16422,16446,16417,16430
2023/9/25,10:00:00,16431,16435,16417,16424
2023/9/25,10:15:00,16425,16435,16418,16421
2023/9/25,10:30:00,16421,16464,16420,16451
2023/9/25,10:45:00,16452,16461,16446,16460
2023/9/25,11:00:00,16460,16471,16454,16459
2023/9/25,11:15:00,16459,16470,16455,16469
2023/9/25,11:30:00,16468,16484,16461,16483
2023/9/25,11:45:00,16482,16485,16474,16474
2023/9/25,12:00:00,16474,16475,16458,16466
2023/9/25,12:15:00,16465,16479,16462,16476
2023/9/25,12:30:00,16474,16478,16464,16471
2023/9/25,12:45:00,16471,16491,16465,16489
2023/9/25,13:00:00,16489,16490,16471,16473
2023/9/25,13:15:00,16473,16476,16457,16459
2023/9/25,13:30:00,16459,16468,16453,16464
2023/9/26,08:45:00,16400,16402,16332,16345
2023/9/26,09:00:00,16346,16405,16342,16392
2023/9/26,09:15:00,16393,16408,16373,16396
2023/9/26,09:30:00,16396,16400,16317,16318
2023/9/26,09:45:00,16317,16345,16308,16337
2023/9/26,10:00:00,16335,16348,16304,16312
2023/9/26,10:15:00,16312,16326,16293,16296
2023/9/26,10:30:00,16296,16302,16276,16300
2023/9/26,10:45:00,16301,16303,16280,16288
2023/9/26,11:00:00,16290,16302,16284,16299
2023/9/26,11:15:00,16300,16319,16297,16314
2023/9/26,11:30:00,16313,16320,16296,16307
2023/9/26,11:45:00,16306,16309,16298,16309
2023/9/26,12:00:00,16307,16309,16287,16296
2023/9/26,12:15:00,16295,16312,16292,16310
2023/9/26,12:30:00,16310,16312,16295,16296
2023/9/26,12:45:00,16297,16298,16273,16284
2023/9/26,13:00:00,16284,16296,16278,16295
2023/9/26,13:15:00,16295,16298,16279,16283
2023/9/26,13:30:00,16282,16309,16278,16308
2023/9/27,08:45:00,16246,16275,16230,16258
2023/9/27,09:00:00,16259,16266,16232,16240
2023/9/27,09:15:00,16240,16322,16235,16303
2023/9/27,09:30:00,16303,16318,16286,16293
2023/9/27,09:45:00,16294,16320,16288,16314
2023/9/27,10:00:00,16314,16334,16301,16315
2023/9/27,10:15:00,16316,16318,16272,16273
2023/9/27,10:30:00,16274,16282,16262,16271
2023/9/27,10:45:00,16272,16297,16268,16275
2023/9/27,11:00:00,16276,16286,16268,16284
2023/9/27,11:15:00,16284,16292,16263,16263
2023/9/27,11:30:00,16264,16268,16252,16258
2023/9/27,11:45:00,16257,16268,16254,16263
2023/9/27,12:00:00,16263,16268,16256,16265
2023/9/27,12:15:00,16265,16270,16255,16259
2023/9/27,12:30:00,16260,16291,16259,16290
2023/9/27,12:45:00,16290,16308,16284,16307
2023/9/27,13:00:00,16307,16307,16283,16287
2023/9/27,13:15:00,16286,16301,16283,16300
2023/9/27,13:30:00,16300,16317,16299,16311
2023/9/28,08:45:00,16342,16400,16341,16396
2023/9/28,09:00:00,16395,16426,16381,16411
2023/9/28,09:15:00,16410,16435,16391,16427
2023/9/28,09:30:00,16427,16430,16361,16366
2023/9/28,09:45:00,16368,16400,16364,16382
2023/9/28,10:00:00,16382,16391,16371,16381
2023/9/28,10:15:00,16382,16383,16336,16339
2023/9/28,10:30:00,16338,16349,16327,16334
2023/9/28,10:45:00,16334,16343,16299,16307
2023/9/28,11:00:00,16308,16317,16295,16301
2023/9/28,11:15:00,16302,16326,16300,16323
2023/9/28,11:30:00,16322,16328,16307,16320
2023/9/28,11:45:00,16319,16330,16314,16326
2023/9/28,12:00:00,16325,16329,16296,16298
2023/9/28,12:15:00,16298,16324,16296,16318
2023/9/28,12:30:00,16319,16345,16317,16343
2023/9/28,12:45:00,16343,16353,16341,16347
2023/9/28,13:00:00,16348,16367,16345,16360
2023/9/28,13:15:00,16360,16370,16355,16360
2023/9/28,13:30:00,16361,16380,16358,16368
2023/10/2,08:45:00,16531,16536,16504,16521
2023/10/2,09:00:00,16521,16554,16508,16553
2023/10/2,09:15:00,16552,16563,16535,16562
2023/10/2,09:30:00,16563,16598,16548,16596
2023/10/2,09:45:00,16595,16610,16577,16580
2023/10/2,10:00:00,16579,16602,16577,16588
2023/10/2,10:15:00,16588,16601,16583,16589
2023/10/2,10:30:00,16589,16599,16584,16587
2023/10/2,10:45:00,16590,16598,16582,16595
2023/10/2,11:00:00,16595,16604,16590,16592
2023/10/2,11:15:00,16591,16599,16590,16595
2023/10/2,11:30:00,16597,16599,16573,16574
2023/10/2,11:45:00,16574,16588,16572,16585
2023/10/2,12:00:00,16585,16595,16583,16590
2023/10/2,12:15:00,16590,16595,16583,16585
2023/10/2,12:30:00,16584,16592,16552,16561
2023/10/2,12:45:00,16561,16574,16560,16561
2023/10/2,13:00:00,16561,16571,16559,16563
2023/10/2,13:15:00,16564,16574,16556,16565
2023/10/2,13:30:00,16565,16570,16550,16557
2023/10/3,08:45:00,16497,16511,16476,16509
2023/10/3,09:00:00,16510,16539,16499,16507
2023/10/3,09:15:00,16508,16553,16506,16527
2023/10/3,09:30:00,16528,16546,16517,16546
2023/10/3,09:45:00,16546,16551,16526,16533
2023/10/3,10:00:00,16532,16539,16469,16482
2023/10/3,10:15:00,16483,16514,16476,16511
2023/10/3,10:30:00,16511,16529,16495,16499
2023/10/3,10:45:00,16498,16510,16492,16507
2023/10/3,11:00:00,16506,16525,16505,16517
2023/10/3,11:15:00,16516,16518,16493,16505
2023/10/3,11:30:00,16505,16520,16498,16516
2023/10/3,11:45:00,16517,16520,16506,16508
2023/10/3,12:00:00,16507,16515,16498,16508
2023/10/3,12:15:00,16507,16511,16494,16497
2023/10/3,12:30:00,16497,16509,16495,16496
2023/10/3,12:45:00,16497,16499,16473,16475
2023/10/3,13:00:00,16476,16480,16430,16448
2023/10/3,13:15:00,16446,16448,16428,16433
2023/10/3,13:30:00,16432,16440,16408,16412
2023/10/4,08:45:00,16285,16286,16244,16250
2023/10/4,09:00:00,16250,16264,16219,16230
2023/10/4,09:15:00,16231,16239,16208,16213
2023/10/4,09:30:00,16213,16217,16164,16179
2023/10/4,09:45:00,16178,16264,16176,16247
2023/10/4,10:00:00,16247,16252,16232,16245
2023/10/4,10:15:00,16245,16253,16217,16238
2023/10/4,10:30:00,16238,16249,16223,16228
2023/10/4,10:45:00,16229,16231,16204,16219
2023/10/4,11:00:00,16218,16235,16216,16233
2023/10/4,11:15:00,16233,16250,16220,16245
2023/10/4,11:30:00,16246,16248,16217,16237
2023/10/4,11:45:00,16237,16238,16220,16232
2023/10/4,12:00:00,16234,16247,16225,16242
2023/10/4,12:15:00,16243,16255,16238,16248
2023/10/4,12:30:00,16247,16285,16247,16264
2023/10/4,12:45:00,16264,16276,16258,16266
2023/10/4,13:00:00,16266,16269,16249,16258
2023/10/4,13:15:00,16259,16265,16247,16250
2023/10/4,13:30:00,16250,16267,16242,16245
2023/10/5,08:45:00,16300,16325,16288,16325
2023/10/5,09:00:00,16325,16363,16318,16361
2023/10/5,09:15:00,16360,16376,16347,16351
2023/10/5,09:30:00,16349,16388,16345,16387
2023/10/5,09:45:00,16386,16414,16378,16411
2023/10/5,10:00:00,16411,16431,16404,16429
2023/10/5,10:15:00,16428,16466,16426,16457
2023/10/5,10:30:00,16458,16460,16441,16450
2023/10/5,10:45:00,16450,16462,16443,16444
2023/10/5,11:00:00,16445,16479,16443,16471
2023/10/5,11:15:00,16471,16473,16455,16469
2023/10/5,11:30:00,16470,16481,16465,16469
2023/10/5,11:45:00,16469,16485,16468,16477
2023/10/5,12:00:00,16477,16484,16474,16483
2023/10/5,12:15:00,16483,16486,16478,16484
2023/10/5,12:30:00,16484,16486,16470,16470
2023/10/5,12:45:00,16470,16480,16467,16478
2023/10/5,13:00:00,16478,16479,16454,16458
2023/10/5,13:15:00,16458,16483,16456,16477
2023/10/5,13:30:00,16478,16478,16456,16456
2023/10/6,08:45:00,16476,16533,16473,16528
2023/10/6,09:00:00,16527,16548,16504,16515
2023/10/6,09:15:00,16514,16524,16495,16497
2023/10/6,09:30:00,16500,16519,16482,16514
2023/10/6,09:45:00,16513,16523,16491,16518
2023/10/6,10:00:00,16518,16519,16498,16500
2023/10/6,10:15:00,16502,16508,16484,16500
2023/10/6,10:30:00,16501,16545,16500,16538
2023/10/6,10:45:00,16537,16552,16535,16545
2023/10/6,11:00:00,16544,16550,16526,16528
2023/10/6,11:15:00,16528,16540,16527,16537
2023/10/6,11:30:00,16538,16539,16524,16533
2023/10/6,11:45:00,16532,16536,16525,16530
2023/10/6,12:00:00,16531,16536,16528,16531
2023/10/6,12:15:00,16531,16535,16516,16525
2023/10/6,12:30:00,16525,16536,16520,16529
2023/10/6,12:45:00,16530,16533,16527,16530
2023/10/6,13:00:00,16531,16541,16529,16530
2023/10/6,13:15:00,16530,16534,16525,16531
2023/10/6,13:30:00,16529,16535,16523,16531
2023/10/11,08:45:00,16829,16829,16761,16761
2023/10/11,09:00:00,16762,16764,16726,16742
2023/10/11,09:15:00,16740,16767,16729,16736
2023/10/11,09:30:00,16736,16743,16707,16727
2023/10/11,09:45:00,16728,16733,16700,16708
2023/10/11,10:00:00,16707,16709,16676,16695
2023/10/11,10:15:00,16694,16696,16662,16680
2023/10/11,10:30:00,16680,16709,16679,16708
2023/10/11,10:45:00,16709,16718,16695,16697
2023/10/11,11:00:00,16698,16705,16678,16704
2023/10/11,11:15:00,16705,16717,16702,16713
2023/10/11,11:30:00,16714,16723,16698,16709
2023/10/11,11:45:00,16709,16711,16703,16709
2023/10/11,12:00:00,16709,16710,16699,16703
2023/10/11,12:15:00,16703,16715,16697,16701
2023/10/11,12:30:00,16702,16705,16689,16703
2023/10/11,12:45:00,16702,16711,16700,16701
2023/10/11,13:00:00,16701,16724,16700,16716
2023/10/11,13:15:00,16717,16723,16707,16713
2023/10/11,13:30:00,16712,16717,16706,16717
2023/10/12,08:45:00,16768,16797,16765,16772
2023/10/12,09:00:00,16771,16772,16725,16728
2023/10/12,09:15:00,16727,16775,16726,16775
2023/10/12,09:30:00,16775,16775,16740,16754
2023/10/12,09:45:00,16754,16774,16745,16763
2023/10/12,10:00:00,16762,16782,16754,16766
2023/10/12,10:15:00,16767,16795,16766,16792
2023/10/12,10:30:00,16793,16813,16782,16783
2023/10/12,10:45:00,16783,16788,16773,16784
2023/10/12,11:00:00,16785,16800,16783,16786
2023/10/12,11:15:00,16786,16813,16785,16811
2023/10/12,11:30:00,16812,16823,16811,16813
2023/10/12,11:45:00,16814,16828,16812,16828
2023/10/12,12:00:00,16827,16841,16823,16832
2023/10/12,12:15:00,16831,16840,16823,16839
2023/10/12,12:30:00,16839,16848,16836,16840
2023/10/12,12:45:00,16840,16847,16834,16836
2023/10/12,13:00:00,16836,16857,16832,16851
2023/10/12,13:15:00,16851,16852,16836,16850
2023/10/12,13:30:00,16848,16852,16845,16848
2023/10/13,08:45:00,16750,16760,16742,16752
2023/10/13,09:00:00,16752,16765,16740,16750
2023/10/13,09:15:00,16749,16778,16744,16775
2023/10/13,09:30:00,16775,16790,16763,16790
2023/10/13,09:45:00,16788,16800,16781,16793
2023/10/13,10:00:00,16793,16807,16776,16789
2023/10/13,10:15:00,16790,16807,16783,16795
2023/10/13,10:30:00,16795,16798,16772,16777
2023/10/13,10:45:00,16777,16778,16755,16774
2023/10/13,11:00:00,16774,16787,16772,16774
2023/10/13,11:15:00,16774,16783,16759,16765
2023/10/13,11:30:00,16765,16772,16760,16768
2023/10/13,11:45:00,16768,16772,16759,16759
2023/10/13,12:00:00,16759,16762,16730,16760
2023/10/13,12:15:00,16760,16780,16754,16780
2023/10/13,12:30:00,16780,16787,16774,16775
2023/10/13,12:45:00,16776,16778,16765,16768
2023/10/13,13:00:00,16769,16772,16758,16768
2023/10/13,13:15:00,16768,16772,16763,16769
2023/10/13,13:30:00,16770,16778,16765,16770
2023/10/16,08:45:00,16661,16674,16641,16656
2023/10/16,09:00:00,16656,16683,16647,16669
2023/10/16,09:15:00,16671,16672,16623,16667
2023/10/16,09:30:00,16665,16681,16638,16659
2023/10/16,09:45:00,16662,16668,16647,16654
2023/10/16,10:00:00,16653,16654,16615,16629
2023/10/16,10:15:00,16629,16669,16619,16657
2023/10/16,10:30:00,16658,16660,16631,16635
2023/10/16,10:45:00,16635,16642,16623,16636
2023/10/16,11:00:00,16637,16639,16618,16624
2023/10/16,11:15:00,16624,16634,16621,16631
2023/10/16,11:30:00,16632,16642,16623,16636
2023/10/16,11:45:00,16636,16639,16620,16621
2023/10/16,12:00:00,16622,16622,16606,16612
2023/10/16,12:15:00,16612,16625,16603,16621
2023/10/16,12:30:00,16622,16639,16622,16629
2023/10/16,12:45:00,16630,16647,16630,16638
2023/10/16,13:00:00,16639,16660,16638,16655
2023/10/16,13:15:00,16655,16665,16651,16657
2023/10/16,13:30:00,16658,16662,16646,16648
2023/10/17,08:45:00,16764,16782,16751,16763
2023/10/17,09:00:00,16763,16763,16738,16742
2023/10/17,09:15:00,16742,16747,16710,16720
2023/10/17,09:30:00,16720,16738,16711,16737
2023/10/17,09:45:00,16736,16748,16713,16743
2023/10/17,10:00:00,16745,16753,16716,16730
2023/10/17,10:15:00,16729,16734,16713,16726
2023/10/17,10:30:00,16726,16728,16706,16724
2023/10/17,10:45:00,16722,16724,16707,16708
2023/10/17,11:00:00,16709,16713,16686,16700
2023/10/17,11:15:00,16700,16716,16696,16706
2023/10/17,11:30:00,16706,16717,16693,16695
2023/10/17,11:45:00,16695,16696,16683,16692
2023/10/17,12:00:00,16693,16693,16679,16688
2023/10/17,12:15:00,16689,16689,16655,16659
2023/10/17,12:30:00,16658,16668,16656,16657
2023/10/17,12:45:00,16657,16665,16650,16653
2023/10/17,13:00:00,16653,16653,16634,16640
2023/10/17,13:15:00,16640,16647,16635,16644
2023/10/17,13:30:00,16644,16657,16642,16650
2023/10/18,08:45:00,16616,16633,16596,16602
2023/10/18,09:00:00,16602,16607,16570,16571
2023/10/18,09:15:00,16573,16589,16548,16581
2023/10/18,09:30:00,16582,16586,16518,16519
2023/10/18,09:45:00,16520,16530,16502,16510
2023/10/18,10:00:00,16510,16552,16507,16517
2023/10/18,10:15:00,16517,16522,16497,16511
2023/10/18,10:30:00,16510,16517,16488,16488
2023/10/18,10:45:00,16489,16505,16480,16499
2023/10/18,11:00:00,16501,16522,16493,16506
2023/10/18,11:15:00,16507,16507,16477,16481
2023/10/18,11:30:00,16480,16483,16466,16481
2023/10/18,11:45:00,16482,16488,16473,16483
2023/10/18,12:00:00,16483,16499,16478,16481
2023/10/18,12:15:00,16481,16503,16480,16494
2023/10/18,12:30:00,16495,16497,16464,16464
2023/10/18,12:45:00,16464,16467,16432,16432
2023/10/18,13:00:00,16435,16439,16411,16424
2023/10/18,13:15:00,16424,16427,16423,16426
2023/10/19,08:45:00,16365,16404,16357,16390
2023/10/19,09:00:00,16391,16476,16391,16463
2023/10/19,09:15:00,16464,16485,16449,16461
2023/10/19,09:30:00,16460,16474,16441,16459
2023/10/19,09:45:00,16459,16473,16443,16447
2023/10/19,10:00:00,16447,16484,16446,16478
2023/10/19,10:15:00,16478,16480,16446,16466
2023/10/19,10:30:00,16466,16467,16445,16461
2023/10/19,10:45:00,16460,16475,16454,16461
2023/10/19,11:00:00,16459,16463,16445,16447
2023/10/19,11:15:00,16447,16452,16398,16405
2023/10/19,11:30:00,16405,16417,16396,16412
2023/10/19,11:45:00,16412,16426,16410,16415
2023/10/19,12:00:00,16416,16443,16415,16443
2023/10/19,12:15:00,16442,16460,16437,16458
2023/10/19,12:30:00,16457,16476,16455,16475
2023/10/19,12:45:00,16475,16482,16463,16480
2023/10/19,13:00:00,16481,16487,16467,16481
2023/10/19,13:15:00,16480,16483,16453,16460
2023/10/19,13:30:00,16459,16478,16452,16458
2023/10/20,08:45:00,16440,16448,16344,16363
2023/10/20,09:00:00,16364,16376,16284,16292
2023/10/20,09:15:00,16294,16297,16255,16267
2023/10/20,09:30:00,16267,16293,16261,16290
2023/10/20,09:45:00,16288,16315,16277,16298
2023/10/20,10:00:00,16299,16314,16281,16296
2023/10/20,10:15:00,16296,16309,16282,16286
2023/10/20,10:30:00,16286,16325,16283,16323
2023/10/20,10:45:00,16323,16414,16314,16412
2023/10/20,11:00:00,16412,16439,16405,16438
2023/10/20,11:15:00,16437,16447,16404,16419
2023/10/20,11:30:00,16418,16425,16408,16418
2023/10/20,11:45:00,16417,16425,16413,16421
2023/10/20,12:00:00,16420,16438,16415,16423
2023/10/20,12:15:00,16422,16425,16410,16418
2023/10/20,12:30:00,16416,16443,16415,16443
2023/10/20,12:45:00,16443,16465,16441,16450
2023/10/20,13:00:00,16449,16450,16412,16415
2023/10/20,13:15:00,16416,16432,16414,16420
2023/10/20,13:30:00,16419,16430,16412,16413
2023/10/23,08:45:00,16350,16362,16334,16338
2023/10/23,09:00:00,16338,16357,16321,16338
2023/10/23,09:15:00,16338,16366,16312,16348
2023/10/23,09:30:00,16347,16350,16315,16328
2023/10/23,09:45:00,16328,16346,16321,16326
2023/10/23,10:00:00,16326,16337,16295,16299
2023/10/23,10:15:00,16300,16314,16271,16281
2023/10/23,10:30:00,16282,16299,16268,16272
